6/25/2015 16:59:03,6/11/2014,10:00:00 AM,10:30:00 AM,Unknown,Segundo - 27
6/25/2015 16:59:28,6/13/2014,11:00:00 AM,11:20:00 AM,Unknown,Segundo - 27
6/25/2015 16:06:44,6/16/2014,10:15:00 AM,10:45:00 AM,Unknown,Segundo - 27
6/25/2015 16:09:31,6/17/2014,10:15:00 AM,10:45:00 AM,Unknown,Segundo - 27
6/25/2015 16:09:57,6/19/2014,10:00:00 AM,10:30:00 AM,Unknown,Segundo - 27
6/25/2015 16:10:39,6/19/2014,2:00:00 PM,2:30:00 PM,Unknown,Segundo - 27
6/25/2015 16:11:13,6/24/2014,8:41:00 AM,9:05:00 AM,Unknown,Segundo - 27
6/25/2015 16:11:49,6/24/2014,10:20:00 AM,10:50:00 AM,Unknown,Segundo - 27
6/25/2015 16:12:23,6/24/2014,1:18:00 PM,1:43:00 PM,Unknown,Segundo - 27
6/25/2015 16:12:57,6/24/2014,2:30:00 PM,3:00:00 PM,Unknown,Segundo - 27
6/25/2015 16:13:51,6/25/2014,8:41:00 AM,9:04:00 AM,Unknown,Segundo - 27
6/25/2015 16:15:25,6/25/2014,10:00:00 AM,10:30:00 AM,Unknown,Segundo - 27
6/25/2015 16:16:47,6/25/2014,2:30:00 PM,3:00:00 PM,Unknown,Segundo - 27
6/25/2015 16:17:18,6/27/2014,6:00:00 PM,6:15:00 PM,Unknown,Segundo - 27
6/25/2015 16:20:23,6/28/2014,8:45:00 AM,9:00:00 PM,Unknown,Segundo - 27
6/25/2015 16:21:06,6/28/2014,6:00:00 PM,6:15:00 PM,Unknown,Segundo - 27
6/25/2015 16:21:45,6/29/2014,8:45:00 AM,9:06:00 AM,Unknown,Segundo - 27
6/25/2015 16:22:24,6/30/2014,8:30:00 AM,8:45:00 AM,Unknown,Segundo - 27
6/25/2015 16:23:01,6/30/2014,10:30:00 AM,11:00:00 AM,Unknown,Segundo - 27
6/25/2015 16:23:30,6/30/2014,2:30:00 PM,3:00:00 PM,Unknown,Segundo - 27
6/25/2015 16:27:33,7/1/2014,10:30:00 AM,11:00:00 AM,Unknown,Segundo - 27
6/25/2015 16:28:46,7/3/2014,10:30:00 AM,11:00:00 AM,Unknown,Segundo - 27
6/25/2015 16:29:21,7/3/2014,2:30:00 PM,3:00:00 PM,Unknown,Segundo - 27
6/25/2015 16:30:21,7/4/2014,8:30:00 AM,8:45:00 AM,Unknown,Segundo - 27
6/25/2015 16:32:53,7/6/2014,8:45:00 AM,9:00:00 AM,Unknown,Segundo - 27
6/25/2015 16:34:01,7/6/2014,1:15:00 PM,1:30:00 AM,Unknown,Segundo - 27
6/25/2015 16:34:32,7/7/2014,8:40:00 AM,8:55:00 AM,Unknown,Segundo - 27
6/25/2015 15:25:38,7/9/2014,10:30:00 AM,11:00:00 AM,Unknown,Segundo - 27
6/25/2015 15:31:03,7/9/2014,8:00:00 AM,8:15:00 AM,Unknown,Segundo - 27
6/25/2015 15:32:24,9/16/2014,10:00:00 AM,10:15:00 AM,Unknown,Segundo - 27
6/25/2015 15:33:36,9/24/2014,10:15:00 AM,10:45:00 AM,Unknown,Segundo - 27
6/25/2015 15:34:13,10/10/2014,8:30:00 AM,8:45:00 AM,Unknown,Segundo - 27
6/25/2015 15:34:55,10/15/2014,9:40:00 AM,9:50:00 AM,Unknown,Segundo - 27
6/25/2015 16:53:01,11/9/2014,12:10:00 PM,12:35:00 PM,Unknown,Segundo - 27
6/25/2015 15:35:38,11/25/2014,10:00:00 AM,,Unknown,Segundo - 27
6/25/2015 15:36:01,11/25/2014,1:00:00 PM,,Unknown,Segundo - 27
6/25/2015 15:37:35,12/2/2014,9:00:00 AM,,Unknown,Segundo - 27
6/25/2015 15:38:06,12/2/2014,11:00:00 AM,,Unknown,Segundo - 27
6/25/2015 15:38:25,12/2/2014,1:00:00 PM,,Unknown,Segundo - 27
6/25/2015 15:39:10,12/4/2014,9:00:00 AM,,Unknown,Segundo - 27
6/25/2015 15:39:30,12/4/2014,11:00:00 AM,,Unknown,Segundo - 27
6/25/2015 15:39:56,12/4/2014,1:29:00 PM,,Unknown,Segundo - 27
6/25/2015 15:40:19,12/7/2014,9:00:00 AM,,Unknown,Segundo - 27
6/25/2015 15:40:48,12/7/2014,11:28:00 AM,,Unknown,Segundo - 27
6/25/2015 15:41:30,12/7/2014,1:10:00 PM,,Unknown,Segundo - 27
6/25/2015 15:41:54,12/8/2014,9:20:00 AM,,Unknown,Segundo - 27
6/25/2015 15:42:18,12/8/2014,11:30:00 AM,,Unknown,Segundo - 27
6/25/2015 15:42:44,12/8/2014,1:25:00 PM,,Unknown,Segundo - 27
6/25/2015 15:43:21,12/9/2014,9:13:00 AM,9:40:00 AM,Unknown,Segundo - 27
6/25/2015 15:43:49,12/9/2014,11:25:00 AM,,Unknown,Segundo - 27
6/25/2015 15:44:19,12/9/2014,12:00:00 PM,,Unknown,Segundo - 27
6/25/2015 15:44:41,12/9/2014,1:30:00 PM,,Unknown,Segundo - 27
6/25/2015 14:16:23,12/10/2014,9:15:00 AM,,Unknown,Segundo - 27
6/25/2015 14:17:02,12/10/2014,11:25:00 AM,,Unknown,Segundo - 27
6/25/2015 14:17:31,12/11/2014,9:15:00 AM,,Unknown,Segundo - 27
6/25/2015 14:18:48,12/11/2014,11:20:00 AM,,Unknown,Segundo - 27
6/25/2015 14:19:14,12/14/2014,9:15:00 AM,,Unknown,Segundo - 27
6/25/2015 14:19:51,12/15/2014,9:15:00 AM,,Unknown,Segundo - 27
6/25/2015 14:20:12,12/15/2014,11:20:00 AM,,Unknown,Segundo - 27
6/25/2015 14:21:05,12/16/2014,9:15:00 AM,,Unknown,Segundo - 27
