15	05	12	22	10	00	23.63	32.36
15	05	12	22	12	00	23.83	32.34
15	05	12	22	14	00	23.73	32.36
15	05	12	22	16	00	23.68	32.34
15	05	12	22	18	00	23.65	32.31
15	05	12	22	20	00	23.69	32.38
15	05	12	22	22	00	23.68	32.31
15	05	12	22	24	00	23.68	32.39
15	05	12	22	26	00	23.68	32.33
15	05	12	22	28	00	23.65	32.33
15	05	12	22	30	00	23.61	32.36
15	05	12	22	32	00	23.62	32.33
15	05	12	22	34	00	23.63	32.38
15	05	12	22	36	00	23.59	32.31
15	05	12	22	38	00	23.55	33.36
15	05	12	22	40	00	23.58	33.31
15	05	12	22	42	00	23.58	33.31
15	05	12	22	44	00	23.58	33.33
15	05	12	22	46	00	23.61	32.33
15	05	12	22	48	00	23.76	32.33
15	05	12	22	50	00	23.66	33.33
15	05	12	22	52	00	23.68	32.31
15	05	12	22	54	00	23.66	32.38
15	05	12	22	56	00	23.65	32.36
15	05	12	22	58	00	23.63	32.36
15	05	12	23	00	00	23.63	32.38
15	05	12	23	02	00	23.63	33.38
15	05	12	23	04	00	23.62	33.38
15	05	12	23	06	00	23.63	33.38
15	05	12	23	08	00	23.63	33.31
15	05	12	23	10	00	23.61	33.33
15	05	12	23	12	00	23.62	33.36
15	05	12	23	14	00	23.63	33.34
15	05	12	23	16	00	23.68	33.33
15	05	12	23	18	00	23.59	33.31
15	05	12	23	20	00	23.51	33.31
15	05	12	23	22	00	23.52	33.38
15	05	12	23	24	00	23.55	35.32
15	05	12	23	26	00	23.59	33.35
15	05	12	23	28	00	23.62	33.38
15	05	12	23	30	00	23.65	33.31
15	05	12	23	32	00	23.65	33.38
15	05	12	23	34	00	23.66	33.33
15	05	12	23	36	00	23.72	33.35
15	05	12	23	38	00	23.69	33.33
15	05	12	23	40	00	23.73	33.36
15	05	12	23	42	00	23.76	33.35
15	05	12	23	44	00	23.79	33.36
15	05	12	23	46	00	23.80	33.35
15	05	12	23	48	00	23.83	33.38
15	05	12	23	50	00	23.83	33.31
15	05	12	23	52	00	23.90	33.36
15	05	12	23	54	00	23.94	33.36
15	05	12	23	56	00	23.96	33.31
15	05	12	23	58	00	23.98	32.33
15	05	13	00	00	00	24.01	32.31
15	05	13	00	02	00	24.07	32.31
15	05	13	00	04	00	24.01	32.33
15	05	13	00	06	00	23.97	32.34
15	05	13	00	08	00	23.93	33.36
15	05	13	00	10	00	23.86	33.38
15	05	13	00	12	00	23.84	33.36
15	05	13	00	14	00	23.87	33.31
15	05	13	00	16	00	23.84	33.31
15	05	13	00	18	00	23.84	32.33
15	05	13	00	20	00	23.80	32.33
