15	05	12	22	09	45
15	05	12	22	27	43
15	05	12	22	28	28
15	05	12	22	48	17
15	05	12	22	48	46
15	05	12	23	15	40
15	05	12	23	20	05
15	05	13	00	12	01
15	05	13	00	12	29
15	05	13	00	12	42
15	05	13	00	54	19
15	05	13	00	57	01
15	05	13	00	57	18
15	05	13	00	57	28
15	05	13	07	30	22
15	05	13	07	31	01
15	05	13	07	31	34
15	05	13	07	31	51
15	05	13	07	32	02
15	05	13	07	32	36
15	05	13	07	32	49
15	05	13	07	32	59
15	05	13	07	37	24
15	05	13	07	37	32
15	05	13	10	09	06
15	05	13	10	10	01
15	05	13	10	13	42
15	05	13	10	15	37
15	05	13	10	15	50
15	05	13	11	11	14
15	05	13	11	12	05
15	05	13	11	13	44
15	05	13	11	13	52
