15	11	03	20	45	00	23.87	37.31
15	11	03	21	00	00	23.66	39.36
15	11	03	21	15	00	24.20	39.39
15	11	03	21	30	00	24.66	38.35
15	11	03	21	45	00	25.05	38.35
15	11	03	22	00	00	25.09	38.39
15	11	03	22	15	00	24.75	39.31
15	11	03	22	30	00	24.49	38.37
15	11	03	22	45	00	24.40	38.32
15	11	03	23	00	00	24.36	39.39
15	11	03	23	15	00	24.33	38.35
15	11	03	23	30	00	24.04	37.31
15	11	03	23	45	00	23.93	37.36
15	11	04	00	00	00	23.89	37.38
15	11	04	00	15	00	23.80	37.30
15	11	04	00	30	00	23.73	37.36
15	11	04	00	45	00	23.63	37.38
15	11	04	01	00	00	23.56	37.31
15	11	04	01	15	00	23.39	37.35
15	11	04	01	30	00	23.24	38.30
15	11	04	01	45	00	23.17	37.33
15	11	04	02	00	00	22.97	37.35
15	11	04	02	15	00	22.91	37.33
15	11	04	02	30	00	22.81	37.30
15	11	04	02	45	00	22.68	37.30
15	11	04	03	00	00	22.57	37.36
15	11	04	03	15	00	22.48	37.30
15	11	04	03	30	00	22.47	37.30
15	11	04	03	45	00	22.40	37.33
15	11	04	04	00	00	22.26	37.30
15	11	04	04	15	00	22.16	37.36
15	11	04	04	30	00	22.10	37.36
15	11	04	04	45	00	22.06	37.38
15	11	04	05	00	00	21.96	36.36
15	11	04	05	15	00	21.91	36.31
15	11	04	05	30	00	21.81	36.39
15	11	04	05	45	00	21.74	36.34
15	11	04	06	00	00	21.58	36.34
15	11	04	06	15	00	21.46	36.32
15	11	04	06	30	00	21.35	36.36
15	11	04	06	45	00	21.25	36.34
15	11	04	07	00	00	21.24	37.31
15	11	04	07	15	00	21.49	37.33
15	11	04	07	30	00	21.32	36.39
15	11	04	07	45	00	21.25	36.36
15	11	04	08	00	00	21.25	36.36
15	11	04	08	15	00	21.34	38.33
15	11	04	08	30	00	21.36	37.31
15	11	04	08	45	00	21.41	38.37
15	11	04	09	00	00	21.46	38.30
15	11	04	09	15	00	21.53	38.37
15	11	04	09	30	00	21.58	37.33
15	11	04	09	45	00	21.63	37.36
15	11	04	10	00	00	21.65	37.36
15	11	04	10	15	00	21.71	37.31
15	11	04	10	30	00	21.75	37.38
15	11	04	10	45	00	21.81	37.36
15	11	04	11	00	00	21.80	36.34
15	11	04	11	15	00	21.84	36.34
15	11	04	11	30	00	21.94	36.39
15	11	04	11	45	00	22.61	36.39
15	11	04	12	00	00	22.72	34.35
15	11	04	12	15	00	22.74	34.37
15	11	04	12	30	00	22.77	34.38
15	11	04	12	45	00	22.77	34.30
15	11	04	13	00	00	22.79	33.38
15	11	04	13	15	00	22.81	33.33
15	11	04	13	30	00	22.79	32.33
15	11	04	13	45	00	22.81	32.36
15	11	04	14	00	00	22.84	32.33
15	11	04	14	15	00	22.85	31.34
15	11	04	14	30	00	22.85	31.39
15	11	04	14	45	00	22.82	32.31
15	11	04	15	00	00	22.81	31.34
15	11	04	15	15	00	22.79	31.36
15	11	04	15	30	00	22.84	32.36
15	11	04	15	45	00	22.82	32.31
15	11	04	16	00	00	22.82	32.31
15	11	04	16	15	00	22.81	33.30
15	11	04	16	30	00	22.84	34.33
15	11	04	16	45	00	22.84	34.30
15	11	04	17	00	00	22.82	35.37
15	11	04	17	15	00	22.79	36.34
15	11	04	17	30	00	22.72	37.34
15	11	04	17	45	00	22.68	36.39
15	11	04	18	00	00	22.61	36.39
15	11	04	18	15	00	22.51	36.37
15	11	04	18	30	00	22.41	36.37
15	11	04	18	45	00	22.36	36.34
15	11	04	19	00	00	22.30	36.34
15	11	04	19	15	00	22.30	43.41
15	11	04	19	30	00	21.54	36.36
15	11	04	19	45	00	23.98	33.38
15	11	04	20	00	00	19.89	31.31
15	11	04	20	15	00	23.59	26.23
15	11	04	20	30	00	23.60	26.21
15	11	04	20	45	00	24.35	25.25
15	11	04	21	00	00	24.43	25.22
15	11	04	21	15	00	23.66	26.20
15	11	04	21	30	00	24.43	25.20
15	11	04	21	45	00	24.75	25.20
15	11	04	22	00	00	24.40	25.28
15	11	04	22	15	00	23.55	26.28
15	11	04	22	30	00	25.19	25.27
15	11	04	22	45	00	26.04	24.27
15	11	04	23	00	00	25.79	24.25
15	11	04	23	15	00	24.49	25.25
15	11	04	23	30	00	24.14	27.26
15	11	04	23	45	00	24.46	26.20
15	11	05	00	00	00	23.69	26.20
15	11	05	00	15	00	25.43	25.22
15	11	05	00	30	00	24.80	25.23
15	11	05	00	45	00	24.58	26.26
15	11	05	01	00	00	26.18	24.24
15	11	05	01	15	00	24.88	26.23
15	11	05	01	30	00	25.87	24.22
15	11	05	01	45	00	24.75	26.28
15	11	05	02	00	00	25.26	25.22
15	11	05	02	15	00	24.44	26.23
15	11	05	02	30	00	25.32	25.25
15	11	05	02	45	00	24.60	26.23
15	11	05	03	00	00	26.21	25.28
15	11	05	03	15	00	25.93	25.22
