15	11	03	21	35	25
15	11	03	21	35	41
15	11	03	21	35	53
15	11	03	21	36	10
15	11	03	21	36	20
15	11	03	21	38	17
15	11	03	21	39	56
15	11	03	21	40	09
15	11	03	21	40	15
15	11	03	21	42	34
15	11	03	21	45	37
15	11	03	21	45	57
15	11	03	21	46	18
15	11	03	21	49	44
15	11	03	21	49	51
15	11	03	21	50	00
15	11	03	21	50	14
15	11	03	21	52	05
15	11	03	21	52	38
15	11	03	21	53	17
15	11	03	21	53	25
15	11	03	21	54	53
15	11	03	21	59	36
15	11	03	22	00	09
15	11	03	22	00	19
15	11	03	22	02	02
15	11	03	22	02	28
15	11	03	22	02	50
15	11	03	22	03	04
15	11	03	22	03	32
15	11	03	22	04	05
15	11	03	22	04	16
15	11	03	22	04	24
15	11	03	22	04	42
15	11	03	22	04	52
15	11	03	22	05	07
15	11	03	22	05	42
15	11	03	22	11	50
15	11	03	22	12	19
15	11	03	22	12	50
15	11	03	22	13	59
15	11	03	22	15	06
15	11	03	22	18	10
15	11	03	22	18	26
15	11	03	22	19	58
15	11	03	22	20	10
15	11	03	22	22	34
15	11	03	22	22	43
15	11	03	22	23	24
15	11	03	22	23	30
15	11	03	22	23	57
15	11	03	22	24	18
15	11	03	22	24	34
15	11	03	22	24	57
15	11	03	22	25	04
15	11	03	22	25	18
15	11	03	22	25	29
15	11	03	22	25	40
15	11	03	22	25	51
15	11	03	22	26	09
15	11	03	22	26	18
15	11	03	22	26	31
15	11	03	22	26	50
15	11	03	22	28	17
15	11	03	22	30	33
15	11	03	22	30	41
15	11	03	22	32	38
15	11	03	22	33	25
15	11	03	22	34	21
15	11	03	22	35	06
15	11	03	22	36	49
15	11	03	22	38	09
15	11	03	22	41	49
15	11	03	22	42	44
15	11	03	22	47	03
15	11	03	22	47	10
15	11	03	22	47	27
15	11	03	22	48	05
15	11	03	22	49	59
15	11	03	22	57	33
15	11	03	22	58	35
15	11	03	23	13	51
15	11	03	23	13	56
15	11	03	23	14	11
15	11	03	23	14	20
15	11	03	23	16	31
15	11	04	01	37	24
15	11	04	01	39	34
15	11	04	01	39	54
15	11	04	01	40	04
15	11	04	01	40	12
15	11	04	05	40	19
15	11	04	08	04	56
15	11	04	08	05	12
15	11	04	09	13	08
15	11	04	11	27	39
15	11	04	11	40	23
15	11	04	11	41	29
15	11	04	11	42	16
15	11	04	11	42	58
15	11	04	11	43	08
15	11	04	11	43	28
15	11	04	11	43	35
15	11	04	15	37	46
15	11	04	15	37	54
15	11	04	15	40	06
15	11	04	15	40	18
15	11	04	15	40	48
15	11	04	16	13	43
15	11	04	16	21	21
15	11	04	16	21	33
15	11	04	16	21	50
15	11	04	17	32	38
15	11	04	19	12	44
15	11	04	19	12	57
15	11	04	19	13	34
15	11	04	19	13	42
